Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566738197.7,410054038.7,420315690.4,446490309.7,380979272.6,353749623,376550806.9,370787600,347193670.7,342293274.7,366864457.3,350473947.4,342912257,378048868.9,446031105.2,493605356,537467030.2,584885675.1,702590957.4,546041922.7,627412719.8,745327352.6,746537127,762821390.5,736633782.7,570731979,541460363.6,578528379.3,606628048,600470770.3,539987679.4,590749739,
Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,,,,,,,,,,,1438835.878,1521872.695,1877694.733,5196620.742,7142500.407,4410988,4164795.12,4152821.768,2590013.39,3284991.176,4459935.37,4078124.468,6283929.511,5017290.461,5670572.938,4872913.478,3056926.909,2475911.93,9209897.937,10618946.82,5374638.29,2806219.949,3400717.875,2088520.363,4231408.463,2567470.091,3717288.5,1536872.483,3025210.609,1786084.944,1649387.21,1390372.975,1021767.592,689354.7169,3510207.56,9293390.171,14978570.05,18520529.09,35671050.25,17576045.9,26023305.84,29405618.06,29861066.13,17496417.33,8810257.375,4832687.648,4694946.45,5773689.345,4424827.405,3967854.54,2152074.351,4758682.85,
Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,,,,,,,,,,,248029361.6,263435982.9,352770062.1,451506195.5,687200643.4,804491040.7,910955272.7,1035702598,1312793952,1513792898,1700062041,2094659750,2137667380,2325211501,2573010477,2789377226,3066643949,3207527267,2799101385,2650598006,2956905919,1985727574,2383840592,2795346506,2162841289,1978715083,1952789428,2053016936,2063297026,2070574199,2326532098,2373810987,2436138915,2919092269,3651129573,4382593202,5025692515,5947715680,7579291097,6066708708,7181536096,8843683205,9220803681,9184568202,9330827852,7221992395,7079343625,7485187105,7616884245,7485596295,6346317873,7123299141,
"Services, value added (constant 2015 US$)",NV.SRV.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29522438275,31272095795,32740632055,34830472241,36519474899,38434981295,41159438305,43651369250,47787168400,51878335064,55926089250,59956952440,64790962152,67978941752,72220233269,76947478239,80531735009,82511489774,85841432584,88635752696,91138868887,87579520514,90378706379,94248613915
Textiles and clothing (% of value added in manufacturing),NV.MNF.TXTL.ZS.UN,,,,,,,,20.44790652,21.28463476,20.66234701,20.32085561,21.57484857,19.79758084,21.75005233,20.90729783,19.48616601,17.16372489,18.18302917,18.34578974,17.60447516,18.29625921,19.46762502,18.9096188,16.28530568,17.76482345,17.62263805,14.74887461,14.45228119,13.47416634,19.61162095,16.95899383,14.7392066,9.537252589,8.853564704,8.02786776,7.161474658,7.881794682,,,,,,,,,,,3.757032425,3.550682693,4.11258008,3.28323741,0.49193132,0.511926886,0.54250331,0.593959425,0.882730237,0.882730237,0.882730237,,,,,
"Food, beverages and tobacco (% of value added in manufacturing)",NV.MNF.FBTO.ZS.UN,,,,,,,,42.06426485,38.74895046,35.45716343,31.75876411,34.03518892,33.52258702,32.04940339,26.53955731,27.07509881,25.83688375,24.63034501,26.27802691,27.59131293,26.51455547,25.83906926,26.08204742,22.59563818,19.17721519,18.35831375,20.44914268,24.06110923,23.82165307,19.31754804,12.76796657,7.931170886,18.5204302,24.10465885,30.62973698,39.1898223,33.13723655,,,,,,,,,,,47.41043417,46.58176989,45.00011997,42.77737713,4.970032904,5.554982613,6.073641507,7.108026625,10.6180968,10.6180968,10.6180968,,,,,
"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.083610113,0.013670257,5.050393452,7.123301225,3.584241346,5.996271535,-0.532868127,0.587236697,-0.596500788,-4.329236619,1.002930806,-0.835677691,-0.501279038,-2.63668322,1.493911948,1.858907201,6.256515967,1.084399544,-1.231931524,-1.141562839,-6.885482974,7.338781081,1.322614936
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.47905286,44.98039779,40.2337955,38.77373461,41.06504534,42.84511093,48.7973262,49.87942321,47.80111722,48.95478003,35.86954286,39.03524177,39.59350399,37.75906102,33.54889581,30.93603438,23.17309737,21.68468255,23.91903953,26.55061662,23.85927942,18.70227148,26.54703727,34.8404409
"Manufacturing, value added (current LCU)",NV.IND.MANF.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1165E+12,1.85477E+12,1.70073E+12,1.75365E+12,2.15687E+12,2.6346E+12,3.69005E+12,4.24057E+12,4.47078E+12,5.40642E+12,3.57549E+12,4.68094E+12,5.77611E+12,6.12059E+12,5.58519E+12,5.32985E+12,3.87285E+12,3.79799E+12,4.515E+12,5.4146E+12,4.8912E+12,3.4556E+12,5.8614E+12,9.6469E+12
Financial intermediary services indirectly Measured (FISIM) (current LCU),NV.FSM.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42600000000,62033000000,76805000000,75074000000,1.00752E+11,1.06677E+11,1.32929E+11,2.03312E+11,3.14399E+11,4.01431E+11,4.0434E+11,4.06151E+11,4.36862E+11,4.52008E+11,4.56091E+11,4.61791E+11,4.6075E+11,5.22613E+11,5.502E+11,6.01E+11,5.916E+11,5.809E+11,5.554E+11,5.94E+11
"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7366395053,7027540882,7927066114,7831941320,9359169879,9864565052,10091450048,10908857502,11181578939,10756678939,13026338196,13664628768,15249725704,16347705955,17688217844,18130423290,19218248687,19564177164,19759818936,20451412598,21003600738,21360661950,20954809373,22170188317
Trade (% of GDP),NE.TRD.GNFS.ZS,106.1868043,113.7483279,40.61251936,61.5101972,54.52382126,48.43702191,50.63976952,45.06618609,47.32288896,51.8595349,51.22540181,46.10629668,46.17643028,57.09342653,74.23881924,76.65453541,70.17325688,72.32688423,65.70456889,64.01404929,64.67692316,65.46499364,59.92293127,53.74411736,53.17638369,50.32612063,36.02671057,32.68458447,38.11158728,47.15331971,48.38071368,52.71758671,49.18908424,44.92281337,48.58443779,55.19100521,53.70514788,52.24391151,45.09445056,50.92910934,62.85834364,58.70616423,61.13417145,62.12477303,65.70142185,71.27860096,70.73001244,71.93812904,76.68451817,71.32433055,69.86666126,67.47430173,65.4049792,63.61082367,62.41431601,59.6951286,55.92566788,55.32140302,58.0655601,51.80973844,45.33065612,53.19552703,59.04228424
"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39999.99911,19999.99955,,,,,,,,,,,,,
"Net bilateral aid flows from DAC donors, New Zealand (current US$)",DC.DAC.NZLL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.999776,9999.999776,,,,,,,,,,,,,,,9999.999776,29999.99933,29999.99933,29999.99933,
"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.999776,,,29999.99933,109999.9994,29999.99933,79999.99821,,9999.999776,19999.99955,,29999.99933,70000.0003,310000.0024,1159999.967,140000.0006,340000.0036,1820000.052,2720000.029,3460000.038,2599999.905,2890000.105,3869999.886,2440000.057,4389999.866,3839999.914,3970000.029,2640000.105,1009999.99,1610000.014,3289999.962,1789999.962,2160000.086,
"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569999.9928,,,,,,,,349999.994,9999.999776,,,,29999.99933,,,29999.99933,,,
"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,354100006.1,435899993.9,357600006.1,239399993.9,182399993.9,135100006.1,97699996.95,92000000,110199996.9,110400001.5,99199996.95,89599998.47,84769996.64,77529998.78,64819999.69,80309997.56,69870002.75,64500000,65870002.75,75410003.66,75300003.05,61459999.08,44659999.85,38959999.08,38950000.76,36779998.78,45889999.39,58299999.24,55689998.63,55240001.68,122180000.3,171220001.2,223110000.6,199509994.5,209259994.5,183869995.1,241110000.6,136690002.4,115849998.5,74319999.69,57299999.24,63509998.32,89580001.83,125040000.9,172929992.7,231830001.8,173419998.2,185179992.7,121750000,94489997.86,69779998.78,73290000.92,57919998.17,72069999.69,61450000.76,53360000.61,88730003.36,82550003.05,77480003.36,90660003.66,94750000,100029998.8,
"Net bilateral aid flows from DAC donors, Germany (current US$)",DC.DAC.DEUL.CD,,,600000.0238,289999.9917,389999.9857,910000.0262,639999.9857,939999.9976,1340000.033,910000.0262,1080000.043,790000.0215,2019999.981,3789999.962,21409999.85,16340000.15,38409999.85,26840000.15,29010000.23,9920000.076,28620000.84,3930000.067,3890000.105,1590000.033,1120000.005,-1720000.029,-2920000.076,-1330000.043,11029999.73,2559999.943,5360000.134,1799999.952,23520000.46,5199999.809,11010000.23,27100000.38,-23819999.69,13520000.46,4639999.866,2220000.029,5780000.21,600000.0238,-3930000.067,59999.99866,-2589999.914,2559999.943,-25479999.54,9380000.114,12470000.27,13069999.69,10229999.54,10390000.34,7679999.828,6099999.905,5239999.771,5340000.153,7480000.019,8460000.038,10470000.27,13979999.54,16489999.77,30909999.85,
"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,,,,,,,39999.99911,1230000.019,3059999.943,519999.9809,6929999.828,4150000.095,4829999.924,4070000.172,9789999.962,4329999.924,12840000.15,3660000.086,1129999.995,759999.9905,200000.003,1129999.995,3039999.962,18930000.31,5250000,4780000.21,1740000.01,1759999.99,1440000.057,3390000.105,1090000.033,5809999.943,1250000,3200000.048,879999.9952,1039999.962,1230000.019,1330000.043,589999.9738,2029999.971,1639999.986,-209999.9934,340000.0036,1909999.967,1090000.033,1899999.976,-3470000.029,860000.0143,2849999.905,2839999.914,-500000,-150000.006,-829999.9833,-579999.9833,-1519999.981,-1340000.033,-1190000.057,-769999.9809,-879999.9952,-740000.0095,-159999.9964,-389999.9857,
"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.568738944,0.520704383,0.345522833,0.242866028,0.210236479,0.16300012,0.137335891,0.080576881,0.071614616,0.053400045,0.065634684,0.065389383,0.098392664,0.079793558,0.08430496,0.078709537,0.086769731,0.25880693,0.20761331,0.212347587,,,,
"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.68817139,,35.8288765,,36.17021179,,34.3915329,42.8571434,40.88669968,51.21951294,46.341465,48.05825424,42.71844482,47.36841965,47.61904907,48.81516647,48.81516647,52.13270187,44.71154022,42.8571434,41.42856979,42.8571434,40,40.47618866,41.42856979,43.33333206,42.45283127
Control of Corruption: Estimate,CC.EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.56674093,,-0.916649282,,-0.987298191,,-0.928754985,-0.715244472,-0.699272692,-0.466420472,-0.564962566,-0.592309475,-0.633444846,-0.614938259,-0.552147269,-0.572699666,-0.521544516,-0.472622782,-0.612656415,-0.639073312,-0.673416734,-0.598509312,-0.658660114,-0.655895114,-0.666460216,-0.635657609,-0.637929857
"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,,,,,,,,,,,,,,,,,,391148909.6,451347739.6,473883631.3,512319378.9,513461171,528505815.2,413882392.3,349562294.7,529456223.4,916569492.3,627868494.7,476941891.2,602742306.6,399776351.5,268988990.6,,,,,,,,,,,,,,2347000000,2058000000,2627848547,2985297781,2954095776,2990839876,3312229334,3613741839,3438666969,3837313444,3197598527,3130165468,3386048142,3741173382,3374787485,2599770183,2311604572,2387755182
"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,,,,,,,,,,,,,,,,,,34.87007544,28.56037152,22.22838137,24.07002188,31.9804401,27.75257732,22.37934215,22.52010724,17.21556886,18.93147503,17.76075857,18.04457225,12.96394486,12.89237668,21.26222957,,,,,,,,,,,,,,7.339449541,8.580343214,7.69859977,9.262621275,8.388406061,6.305916196,5.803716303,5.792933437,6.615660311,7.254909097,9.005818438,6.085216251,4.537442077,5.162439591,3.471405957,1.433297299,2.217014254,4.945010362
"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,,,,,,,,,,,,,,,,,,287694604.9,325777251.1,468174190,476357998.3,473839392.9,528070293.3,679293351.3,598790980.1,531445164.9,549303712,565390940.1,470348224.5,495757518.7,497906318.8,392846267.8,,,,,,,,,,,,,,2507000000,2564000000,2839210803,3481857647,2934754182,3489359714,3607795208,3748971944,3772725254,3553345533,3456144198,3429915247,3111226276,3263800801,3238634546,2986921395,3222208181,3555723915
"Primary income receipts (BoP, current US$)",BX.GSR.FCTY.CD,,,,,,,,,,,,,,,,,,87297105.59,69088983.6,156490596.8,372122112.4,481485700.9,328383506.1,186476779.2,179396493.4,190540594.3,171617536,109696564.6,71177786.67,110927716.3,73234651.38,70265186.12,,,,,,,,,,,,,,1427000000,2417000000,3798220254,5110448348,4751497247,4580427707,4443262908,3906662332,3545329115,3259235934,2197441275,2424791800,2258960049,1151511506,1042510528,845846516.2,688815212.4,798681456.8
"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,-50000,10000,1320000,5050000,3020000,2220000,45930000,45620000,43190000,48440000,43730000,39890000,46830000,58120000,55260000,70290000,77000000,74690000,80690000,87830000,95900000,80550000,60840000,51510000,50010000,43830000,55040000,71770000,68620000,62500000,105700000,112570000,108800000,121760000,96070000,97340000,122890000,109070000,106300000,92680000,76250000,77270000,96940000,146190000,189370000,197990000,199770000,228250000,177170000,191310000,186240000,74320000,168570000,168050000,158450000,126090000,144290000,155910000,178340000,159880000,159630000,162820000,
"Reserves and related items (BoP, current US$)",BN.RES.INCL.CD,,,,,,,,,,,,,,,,,,-327658346.9,73132023.7,522167742.3,1380431445,156733487.5,-1069514730,-420756637.1,-333107053.7,1020348737,-1497771928,-351844283.9,-958521195.6,-773642551,-10402130.98,1047277629,,,,,,,,,,,,,,16903729032,17736073157,29453618541,36859460745,3856568877,15207253412,20193892433,12039998089,107288203,-5868026717,-27347179851,-26271624596,-21754881842,-15841502837,-16983944439,-16503641825,-1515484361,18824776878
"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,-188822192.5,-953125394.2,1679094794,4055557728,4028909224,3620493483,3226277983,3557428450,4223119456,185440509.8,2412912028,945599431.9,1161586678,4186990244,5477869579,,,,,,,,,,,,,,26517000000,34220000000,34081918032,40082572964,7789876282,18301308526,25978556382,19930067046,9945201743,576139212.3,-17812024819,-19999945988,-14241146081,-7160573448,-9007461228,-12992250331,1233318134,26809201226
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,,,,,,,,,,,,,,,,,,-11.0870549,-13.42592085,-4.908785143,0.588307686,0.202716806,-0.405106017,-0.174582799,0.138639759,1.75145888,-3.501168728,0.211615709,-3.451788319,-1.943066271,2.288952765,5.177027973,,,,,,,,,,,,,,20.52361131,24.71475024,22.48795882,19.8562389,0.314599576,7.580467655,8.836355521,5.784238934,0.566324667,-4.332970302,-16.28977071,-16.37402777,-12.97349131,-9.66530006,-9.870905239,-12.47879455,-2.761667502,9.762109384
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.041122421,0.019695961,0.029556313,0.011483879,,0.218538453,0.016922153,0.02644703,0.000956398,0.046839553,0.079384615,0.032915358,0.025048172,0.029952931,0.027279521,0.004119464,-0.008347246,0.022551747,0.008297568,0.014646822,0.007556675,0.110005924,2.08E-06,2.00E-06,2.35E-06,2.39E-06,2.13E-06,2.08E-06,0.002075215,0.015624784,0.025004381,0.016987947,0.17365994,0.041731545,0.28763903,0.053295497,0.067505628,0.108901014,0.185877818,0.156272575,0.135994499,0.26694135,-0.019823182,-0.129555118,-0.008685726,0.06092467,0.029081833,-0.0050362,0.483796361,0.018134831,0.010021285,-0.031675141,0.036188387
"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,8990396115,10589525709,12061454354,14552111432,15291457571,14877645572,13931256268,13676273611,13119853614,11779300274,10079712150,10592133812,11762280853,12447657970,10642793826,,,,,,,,,,,,,,31155000000,32409000000,38979113323,55409169953,55083275741,55612442204,65944215436,70161045517,73738379918,79319921134,69890140921,64194189000,64952300496,65837840057,59554621233,46188173962,49004257905,52775337082
"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,,,,,,,,,,,,,,,,,,6.86832181,6.415167095,6.203794038,6.706977637,5.42652818,6.127822614,4.918594687,4.946403604,3.636223149,5.965315504,6.287009491,7.245922208,6.980166347,8.487112753,8.412207396,,,,,,,,,,,,,,3.462575161,3.349183378,3.668531129,3.540492029,2.140776745,2.343386523,1.81713031,2.122830915,2.408352227,2.301096203,2.421260483,2.153544585,2.723693096,2.508168557,2.027394356,2.604107465,3.1333831,3.324663482
Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,,,,,,,,,,,,,,,,,,8.68957414,8.676446357,8.609890481,7.536615303,7.205328542,7.077072052,6.385537023,5.9260089,5.360109556,4.05843085,3.027803742,3.076394895,3.106543643,2.945483864,3.424037989,,,,,,,,,,,,,,7.102836209,6.324166459,7.138050915,8.520421184,10.61809245,9.513805988,8.096536373,6.994354358,6.94494065,7.184261068,8.727099401,8.941447267,8.456318086,8.614924085,7.672001663,7.154160612,6.196392165,5.887034772
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,22.43,23.36,23.34,21.02,24.18,16.4,18.07,23.11,21.48,22.07,22.99,21.05,20.04,21.54,23.56,22.13,18.51,18.67,20.99,22.76,23.2,21.39,22.35,24.02,29.53,29.69,29.97,28.58,31.79,31.08,36.53,39.02,37.34,34.79,38.88,45.69,37.28,41.78,43.84,40.87,44.02,45.47,53.29,58.19,59.76,63.06,58.12,59.06,73.12,76.45,84.49,89.77,98.04,96.95,100.26,102.79,102.87,108.6,112.16,112.31,104.62,
Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5850.905764,,,,,,,,,,7652.355836,,,,,,,,,,,,,,,9357.099747,,,,,,,
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.809265343,1.927330174,2.001892699,2.027634103,2.193833026,2.07150984,2.137119381,2.381253928,2.384773364,2.519240575,2.629633129,2.742533369,2.931419515,3.047635166,3.160412605,,3.344654916,,,
Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005769565,,,,,,,,,,0.006448273,,,,,,,,,,,,,,,0.007107744,,,,,,,
Permanent cropland (% of land area),AG.LND.CROP.ZS,,0.249397499,0.251916666,0.256115277,0.260733749,0.243939305,0.236381805,0.237221527,0.228404444,0.232603055,0.231763333,0.252336527,0.252336527,0.261573471,0.261573471,0.272909721,0.274589166,0.267871388,0.272909721,0.273329583,0.266191944,0.262413194,0.263672777,0.268291249,0.24981736,0.252336527,0.237641388,0.233022916,0.22714486,0.228404444,0.232603055,0.229244166,0.22336611,0.222946249,0.222106527,0.214129166,0.217907916,0.213709305,0.215388749,0.217907916,0.222526388,0.243519444,0.276688471,0.311117082,0.337148471,0.357721666,0.381233888,0.386692082,0.382493471,0.380394166,0.381653749,0.38585236,0.387951666,0.394249582,0.407181304,0.419986892,0.42548707,0.425159159,0.418095418,0.411031678,0.411031678,0.411031678,
Arable land (hectares),AG.LND.ARBL.HA,,6472000,6300000,6200000,6132000,6203000,6221000,6301000,6243000,6233000,6248000,6380000,6510000,6512000,6544000,6845000,7092000,6904000,6892000,6846000,6875000,6885000,6881000,6592000,6915000,6910000,6967000,7069000,7101000,7129000,7081000,7260000,7562000,7533000,7477000,7519000,7521000,7650000,7661000,7673000,7662000,7583000,7547000,7503700,7493000,7511000,7470000,7469000,7489000,7493000,7502000,7502000,7506500,7496200,7469400,7462100,7404200,7470807.1,7500703.6,7530600,7530600,7530600,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,,326.6666667,550,530,525,255.3717387,346.6216216,339.0131579,386.3636364,225.8064516,289.8172324,323.1046931,243.2126697,150.5204163,121.7081851,128.7958115,171.6773706,125.7418768,128.3191643,228.9110512,431.6849817,357.9741379,132.7326933,154.9,113.7452521,158.5715497,163.3652054,140.151075,83.19136854,87.77194299,97.69230769,77.28040541,98.7755102,90.02751032,106.0444444,190.9465021,457.8313253,341.5492958,168.4867395,147.385103,83.15315315,68.37662338,76.11401674,42.62684589,90.69065303,53.90321646,191.4434783,61.94800155,283.9566755,347.4025974,271.7889908,265.8426966,287.432675,175.6784969,40.51467461,21.79200794,14.4756415,14.4756415,14.4756415,14.4756415,14.4756415,14.4756415,
